index,Bene_Geo_Lvl,Bene_Geo_Desc,Bene_Geo_Cd,Bene_Age_Lvl,Bene_Demo_Lvl,Bene_Demo_Desc,Bene_Cond,Prvlnc,Tot_Mdcr_Stdzd_Pymt_PC,Tot_Mdcr_Pymt_PC,Hosp_Readmsn_Rate,ER_Visits_Per_1000_Benes
4341,State,Iowa,19.0,All,Sex,Male,Osteoporosis,0.0119,,,,
4351,State,Iowa,19.0,All,Sex,Female,Schizophrenia and Other Psychotic Disorders,0.0219,,,,
4354,State,Iowa,19.0,All,Sex,Male,Schizophrenia and Other Psychotic Disorders,0.0279,,,,
4364,State,Iowa,19.0,All,Sex,Female,Stroke,0.0276,,,,
4367,State,Iowa,19.0,All,Sex,Male,Stroke,0.0286,,,,
4377,State,Kansas,20.0,All,Sex,Female,Alcohol Abuse,0.0082,,,,
4380,State,Kansas,20.0,All,Sex,Male,Alcohol Abuse,0.0255,,,,
4390,State,Kansas,20.0,All,Sex,Female,Alzheimer's Disease/Dementia,0.1239,,,,
4393,State,Kansas,20.0,All,Sex,Male,Alzheimer's Disease/Dementia,0.0916,,,,
4403,State,Kansas,20.0,All,Sex,Female,Arthritis,0.3626,,,,
4406,State,Kansas,20.0,All,Sex,Male,Arthritis,0.2618,,,,
4416,State,Kansas,20.0,All,Sex,Female,Asthma,0.053,,,,
4419,State,Kansas,20.0,All,Sex,Male,Asthma,0.0282,,,,
4429,State,Kansas,20.0,All,Sex,Female,Atrial Fibrillation,0.0802,,,,
4432,State,Kansas,20.0,All,Sex,Male,Atrial Fibrillation,0.0987,,,,
4442,State,Kansas,20.0,All,Sex,Female,Autism Spectrum Disorders,0.0013,,,,
4445,State,Kansas,20.0,All,Sex,Male,Autism Spectrum Disorders,0.0038,,,,
4455,State,Kansas,20.0,All,Sex,Female,COPD,0.1165,,,,
4458,State,Kansas,20.0,All,Sex,Male,COPD,0.122,,,,
4468,State,Kansas,20.0,All,Sex,Female,Cancer,0.0739,,,,
4471,State,Kansas,20.0,All,Sex,Male,Cancer,0.0927,,,,
4481,State,Kansas,20.0,All,Sex,Female,Chronic Kidney Disease,0.2123,,,,
4484,State,Kansas,20.0,All,Sex,Male,Chronic Kidney Disease,0.2416,,,,
4494,State,Kansas,20.0,All,Sex,Female,Depression,0.2438,,,,
4497,State,Kansas,20.0,All,Sex,Male,Depression,0.1421,,,,
4507,State,Kansas,20.0,All,Sex,Female,Diabetes,0.235,,,,
4510,State,Kansas,20.0,All,Sex,Male,Diabetes,0.2761,,,,
4520,State,Kansas,20.0,All,Sex,Female,Drug/Substance Abuse,0.0238,,,,
4523,State,Kansas,20.0,All,Sex,Male,Drug/Substance Abuse,0.0267,,,,
4533,State,Kansas,20.0,All,Sex,Female,HIV/AIDS,0.0004,,,,
4536,State,Kansas,20.0,All,Sex,Male,HIV/AIDS,0.0024,,,,
4546,State,Kansas,20.0,All,Sex,Female,Heart Failure,0.1301,,,,
4549,State,Kansas,20.0,All,Sex,Male,Heart Failure,0.1415,,,,
4559,State,Kansas,20.0,All,Sex,Female,Hepatitis (Chronic Viral B & C),0.0034,,,,
4562,State,Kansas,20.0,All,Sex,Male,Hepatitis (Chronic Viral B & C),0.0063,,,,
4572,State,Kansas,20.0,All,Sex,Female,Hyperlipidemia,0.43,,,,
4575,State,Kansas,20.0,All,Sex,Male,Hyperlipidemia,0.4506,,,,
4585,State,Kansas,20.0,All,Sex,Female,Hypertension,0.5652,,,,
4588,State,Kansas,20.0,All,Sex,Male,Hypertension,0.5502,,,,
4598,State,Kansas,20.0,All,Sex,Female,Ischemic Heart Disease,0.2119,,,,
4601,State,Kansas,20.0,All,Sex,Male,Ischemic Heart Disease,0.3322,,,,
4611,State,Kansas,20.0,All,Sex,Female,Osteoporosis,0.1051,,,,
4614,State,Kansas,20.0,All,Sex,Male,Osteoporosis,0.0123,,,,
4624,State,Kansas,20.0,All,Sex,Female,Schizophrenia and Other Psychotic Disorders,0.0275,,,,
4627,State,Kansas,20.0,All,Sex,Male,Schizophrenia and Other Psychotic Disorders,0.0299,,,,
4637,State,Kansas,20.0,All,Sex,Female,Stroke,0.0314,,,,
4640,State,Kansas,20.0,All,Sex,Male,Stroke,0.033,,,,
4650,State,Kentucky,21.0,All,Sex,Female,Alcohol Abuse,0.0093,,,,
4653,State,Kentucky,21.0,All,Sex,Male,Alcohol Abuse,0.0298,,,,
4663,State,Kentucky,21.0,All,Sex,Female,Alzheimer's Disease/Dementia,0.1215,,,,
4666,State,Kentucky,21.0,All,Sex,Male,Alzheimer's Disease/Dementia,0.0808,,,,
4676,State,Kentucky,21.0,All,Sex,Female,Arthritis,0.4276,,,,
4679,State,Kentucky,21.0,All,Sex,Male,Arthritis,0.3008,,,,
4689,State,Kentucky,21.0,All,Sex,Female,Asthma,0.0583,,,,
4692,State,Kentucky,21.0,All,Sex,Male,Asthma,0.0265,,,,
4702,State,Kentucky,21.0,All,Sex,Female,Atrial Fibrillation,0.0802,,,,
4705,State,Kentucky,21.0,All,Sex,Male,Atrial Fibrillation,0.0883,,,,
4715,State,Kentucky,21.0,All,Sex,Female,Autism Spectrum Disorders,0.0011,,,,
4718,State,Kentucky,21.0,All,Sex,Male,Autism Spectrum Disorders,0.0036,,,,
4728,State,Kentucky,21.0,All,Sex,Female,COPD,0.1717,,,,
4731,State,Kentucky,21.0,All,Sex,Male,COPD,0.1672,,,,
4741,State,Kentucky,21.0,All,Sex,Female,Cancer,0.0716,,,,
4744,State,Kentucky,21.0,All,Sex,Male,Cancer,0.0762,,,,
4754,State,Kentucky,21.0,All,Sex,Female,Chronic Kidney Disease,0.2471,,,,
4757,State,Kentucky,21.0,All,Sex,Male,Chronic Kidney Disease,0.2608,,,,
4767,State,Kentucky,21.0,All,Sex,Female,Depression,0.2697,,,,
4770,State,Kentucky,21.0,All,Sex,Male,Depression,0.1514,,,,
4780,State,Kentucky,21.0,All,Sex,Female,Diabetes,0.2812,,,,
4783,State,Kentucky,21.0,All,Sex,Male,Diabetes,0.3074,,,,
4793,State,Kentucky,21.0,All,Sex,Female,Drug/Substance Abuse,0.0519,,,,
4796,State,Kentucky,21.0,All,Sex,Male,Drug/Substance Abuse,0.0574,,,,
4806,State,Kentucky,21.0,All,Sex,Female,HIV/AIDS,0.0007,,,,
4809,State,Kentucky,21.0,All,Sex,Male,HIV/AIDS,0.003,,,,
4819,State,Kentucky,21.0,All,Sex,Female,Heart Failure,0.1581,,,,
4822,State,Kentucky,21.0,All,Sex,Male,Heart Failure,0.1524,,,,
4832,State,Kentucky,21.0,All,Sex,Female,Hepatitis (Chronic Viral B & C),0.0051,,,,
4835,State,Kentucky,21.0,All,Sex,Male,Hepatitis (Chronic Viral B & C),0.0092,,,,
4845,State,Kentucky,21.0,All,Sex,Female,Hyperlipidemia,0.514,,,,
4848,State,Kentucky,21.0,All,Sex,Male,Hyperlipidemia,0.493,,,,
4858,State,Kentucky,21.0,All,Sex,Female,Hypertension,0.6456,,,,
4861,State,Kentucky,21.0,All,Sex,Male,Hypertension,0.6029,,,,
4871,State,Kentucky,21.0,All,Sex,Female,Ischemic Heart Disease,0.253,,,,
4874,State,Kentucky,21.0,All,Sex,Male,Ischemic Heart Disease,0.3395,,,,
4884,State,Kentucky,21.0,All,Sex,Female,Osteoporosis,0.0926,,,,
4887,State,Kentucky,21.0,All,Sex,Male,Osteoporosis,0.0107,,,,
4897,State,Kentucky,21.0,All,Sex,Female,Schizophrenia and Other Psychotic Disorders,0.0281,,,,
4900,State,Kentucky,21.0,All,Sex,Male,Schizophrenia and Other Psychotic Disorders,0.0282,,,,
4910,State,Kentucky,21.0,All,Sex,Female,Stroke,0.0359,,,,
4913,State,Kentucky,21.0,All,Sex,Male,Stroke,0.033,,,,
4923,State,Louisiana,22.0,All,Sex,Female,Alcohol Abuse,0.009,,,,
4926,State,Louisiana,22.0,All,Sex,Male,Alcohol Abuse,0.0313,,,,
4936,State,Louisiana,22.0,All,Sex,Female,Alzheimer's Disease/Dementia,0.1389,,,,
4939,State,Louisiana,22.0,All,Sex,Male,Alzheimer's Disease/Dementia,0.0979,,,,
4949,State,Louisiana,22.0,All,Sex,Female,Arthritis,0.4223,,,,
4952,State,Louisiana,22.0,All,Sex,Male,Arthritis,0.284,,,,
4962,State,Louisiana,22.0,All,Sex,Female,Asthma,0.0528,,,,
4965,State,Louisiana,22.0,All,Sex,Male,Asthma,0.0237,,,,
4975,State,Louisiana,22.0,All,Sex,Female,Atrial Fibrillation,0.0728,,,,
4978,State,Louisiana,22.0,All,Sex,Male,Atrial Fibrillation,0.0845,,,,
4988,State,Louisiana,22.0,All,Sex,Female,Autism Spectrum Disorders,0.001,,,,
4991,State,Louisiana,22.0,All,Sex,Male,Autism Spectrum Disorders,0.0038,,,,
5001,State,Louisiana,22.0,All,Sex,Female,COPD,0.1273,,,,
5004,State,Louisiana,22.0,All,Sex,Male,COPD,0.1206,,,,
5014,State,Louisiana,22.0,All,Sex,Female,Cancer,0.073,,,,
5017,State,Louisiana,22.0,All,Sex,Male,Cancer,0.0893,,,,
5027,State,Louisiana,22.0,All,Sex,Female,Chronic Kidney Disease,0.258,,,,
5030,State,Louisiana,22.0,All,Sex,Male,Chronic Kidney Disease,0.276,,,,
5040,State,Louisiana,22.0,All,Sex,Female,Depression,0.2325,,,,
5043,State,Louisiana,22.0,All,Sex,Male,Depression,0.1323,,,,
5053,State,Louisiana,22.0,All,Sex,Female,Diabetes,0.2973,,,,
5056,State,Louisiana,22.0,All,Sex,Male,Diabetes,0.3024,,,,
5066,State,Louisiana,22.0,All,Sex,Female,Drug/Substance Abuse,0.0412,,,,
5069,State,Louisiana,22.0,All,Sex,Male,Drug/Substance Abuse,0.0482,,,,
5079,State,Louisiana,22.0,All,Sex,Female,HIV/AIDS,0.0031,,,,
5082,State,Louisiana,22.0,All,Sex,Male,HIV/AIDS,0.0081,,,,
5092,State,Louisiana,22.0,All,Sex,Female,Heart Failure,0.1588,,,,
5095,State,Louisiana,22.0,All,Sex,Male,Heart Failure,0.1601,,,,
5105,State,Louisiana,22.0,All,Sex,Female,Hepatitis (Chronic Viral B & C),0.0066,,,,
5108,State,Louisiana,22.0,All,Sex,Male,Hepatitis (Chronic Viral B & C),0.0142,,,,
5118,State,Louisiana,22.0,All,Sex,Female,Hyperlipidemia,0.5119,,,,
5121,State,Louisiana,22.0,All,Sex,Male,Hyperlipidemia,0.4808,,,,
5131,State,Louisiana,22.0,All,Sex,Female,Hypertension,0.677,,,,
5134,State,Louisiana,22.0,All,Sex,Male,Hypertension,0.6209,,,,
5144,State,Louisiana,22.0,All,Sex,Female,Ischemic Heart Disease,0.2802,,,,
5147,State,Louisiana,22.0,All,Sex,Male,Ischemic Heart Disease,0.359,,,,
5157,State,Louisiana,22.0,All,Sex,Female,Osteoporosis,0.1007,,,,
5160,State,Louisiana,22.0,All,Sex,Male,Osteoporosis,0.0118,,,,
5170,State,Louisiana,22.0,All,Sex,Female,Schizophrenia and Other Psychotic Disorders,0.0387,,,,
5173,State,Louisiana,22.0,All,Sex,Male,Schizophrenia and Other Psychotic Disorders,0.0431,,,,
5183,State,Louisiana,22.0,All,Sex,Female,Stroke,0.0479,,,,
5186,State,Louisiana,22.0,All,Sex,Male,Stroke,0.0449,,,,
5196,State,Maine,23.0,All,Sex,Female,Alcohol Abuse,0.0209,,,,
5199,State,Maine,23.0,All,Sex,Male,Alcohol Abuse,0.0458,,,,
5209,State,Maine,23.0,All,Sex,Female,Alzheimer's Disease/Dementia,0.1105,,,,
5212,State,Maine,23.0,All,Sex,Male,Alzheimer's Disease/Dementia,0.0788,,,,
5222,State,Maine,23.0,All,Sex,Female,Arthritis,0.3252,,,,
5225,State,Maine,23.0,All,Sex,Male,Arthritis,0.2301,,,,
5235,State,Maine,23.0,All,Sex,Female,Asthma,0.0609,,,,
5238,State,Maine,23.0,All,Sex,Male,Asthma,0.0301,,,,
5248,State,Maine,23.0,All,Sex,Female,Atrial Fibrillation,0.079,,,,
5251,State,Maine,23.0,All,Sex,Male,Atrial Fibrillation,0.0993,,,,
5261,State,Maine,23.0,All,Sex,Female,Autism Spectrum Disorders,0.0023,,,,
5264,State,Maine,23.0,All,Sex,Male,Autism Spectrum Disorders,0.0068,,,,
5274,State,Maine,23.0,All,Sex,Female,COPD,0.1227,,,,
5277,State,Maine,23.0,All,Sex,Male,COPD,0.1277,,,,
5287,State,Maine,23.0,All,Sex,Female,Cancer,0.0679,,,,
5290,State,Maine,23.0,All,Sex,Male,Cancer,0.0728,,,,
5300,State,Maine,23.0,All,Sex,Female,Chronic Kidney Disease,0.1938,,,,
5303,State,Maine,23.0,All,Sex,Male,Chronic Kidney Disease,0.2208,,,,
5313,State,Maine,23.0,All,Sex,Female,Depression,0.2707,,,,
5316,State,Maine,23.0,All,Sex,Male,Depression,0.1778,,,,
5326,State,Maine,23.0,All,Sex,Female,Diabetes,0.2101,,,,
5329,State,Maine,23.0,All,Sex,Male,Diabetes,0.2436,,,,
5339,State,Maine,23.0,All,Sex,Female,Drug/Substance Abuse,0.0385,,,,
5342,State,Maine,23.0,All,Sex,Male,Drug/Substance Abuse,0.0505,,,,
5352,State,Maine,23.0,All,Sex,Female,HIV/AIDS,0.0006,,,,
5355,State,Maine,23.0,All,Sex,Male,HIV/AIDS,0.0037,,,,
5365,State,Maine,23.0,All,Sex,Female,Heart Failure,0.1158,,,,
5368,State,Maine,23.0,All,Sex,Male,Heart Failure,0.1274,,,,
5378,State,Maine,23.0,All,Sex,Female,Hepatitis (Chronic Viral B & C),0.0039,,,,
5381,State,Maine,23.0,All,Sex,Male,Hepatitis (Chronic Viral B & C),0.0077,,,,
5391,State,Maine,23.0,All,Sex,Female,Hyperlipidemia,0.3965,,,,
5394,State,Maine,23.0,All,Sex,Male,Hyperlipidemia,0.3991,,,,
5404,State,Maine,23.0,All,Sex,Female,Hypertension,0.4945,,,,
5407,State,Maine,23.0,All,Sex,Male,Hypertension,0.4784,,,,
5417,State,Maine,23.0,All,Sex,Female,Ischemic Heart Disease,0.1801,,,,
5420,State,Maine,23.0,All,Sex,Male,Ischemic Heart Disease,0.2776,,,,
5430,State,Maine,23.0,All,Sex,Female,Osteoporosis,0.0853,,,,
5433,State,Maine,23.0,All,Sex,Male,Osteoporosis,0.0101,,,,
5443,State,Maine,23.0,All,Sex,Female,Schizophrenia and Other Psychotic Disorders,0.0255,,,,
5446,State,Maine,23.0,All,Sex,Male,Schizophrenia and Other Psychotic Disorders,0.0324,,,,
5456,State,Maine,23.0,All,Sex,Female,Stroke,0.0267,,,,
5459,State,Maine,23.0,All,Sex,Male,Stroke,0.0261,,,,
5469,State,Maryland,24.0,All,Sex,Female,Alcohol Abuse,0.0109,,,,
5472,State,Maryland,24.0,All,Sex,Male,Alcohol Abuse,0.0317,,,,
5482,State,Maryland,24.0,All,Sex,Female,Alzheimer's Disease/Dementia,0.1235,,,,
5485,State,Maryland,24.0,All,Sex,Male,Alzheimer's Disease/Dementia,0.099,,,,
5495,State,Maryland,24.0,All,Sex,Female,Arthritis,0.3976,,,,
5498,State,Maryland,24.0,All,Sex,Male,Arthritis,0.2782,,,,
5508,State,Maryland,24.0,All,Sex,Female,Asthma,0.0683,,,,
5511,State,Maryland,24.0,All,Sex,Male,Asthma,0.035,,,,
5521,State,Maryland,24.0,All,Sex,Female,Atrial Fibrillation,0.0714,,,,
5524,State,Maryland,24.0,All,Sex,Male,Atrial Fibrillation,0.0952,,,,
5534,State,Maryland,24.0,All,Sex,Female,Autism Spectrum Disorders,0.0011,,,,
5537,State,Maryland,24.0,All,Sex,Male,Autism Spectrum Disorders,0.0041,,,,
5547,State,Maryland,24.0,All,Sex,Female,COPD,0.1027,,,,
5550,State,Maryland,24.0,All,Sex,Male,COPD,0.1018,,,,
5560,State,Maryland,24.0,All,Sex,Female,Cancer,0.0838,,,,
5563,State,Maryland,24.0,All,Sex,Male,Cancer,0.1037,,,,
5573,State,Maryland,24.0,All,Sex,Female,Chronic Kidney Disease,0.2324,,,,
5576,State,Maryland,24.0,All,Sex,Male,Chronic Kidney Disease,0.2761,,,,
5586,State,Maryland,24.0,All,Sex,Female,Depression,0.2126,,,,
5589,State,Maryland,24.0,All,Sex,Male,Depression,0.1372,,,,
5599,State,Maryland,24.0,All,Sex,Female,Diabetes,0.2832,,,,
5602,State,Maryland,24.0,All,Sex,Male,Diabetes,0.3123,,,,
5612,State,Maryland,24.0,All,Sex,Female,Drug/Substance Abuse,0.031,,,,
5615,State,Maryland,24.0,All,Sex,Male,Drug/Substance Abuse,0.0407,,,,
5625,State,Maryland,24.0,All,Sex,Female,HIV/AIDS,0.004,,,,
5628,State,Maryland,24.0,All,Sex,Male,HIV/AIDS,0.0098,,,,
5638,State,Maryland,24.0,All,Sex,Female,Heart Failure,0.1187,,,,
5641,State,Maryland,24.0,All,Sex,Male,Heart Failure,0.1351,,,,
5651,State,Maryland,24.0,All,Sex,Female,Hepatitis (Chronic Viral B & C),0.0074,,,,
5654,State,Maryland,24.0,All,Sex,Male,Hepatitis (Chronic Viral B & C),0.0154,,,,
5664,State,Maryland,24.0,All,Sex,Female,Hyperlipidemia,0.5186,,,,
5667,State,Maryland,24.0,All,Sex,Male,Hyperlipidemia,0.5202,,,,
5677,State,Maryland,24.0,All,Sex,Female,Hypertension,0.6205,,,,
5680,State,Maryland,24.0,All,Sex,Male,Hypertension,0.6014,,,,
5690,State,Maryland,24.0,All,Sex,Female,Ischemic Heart Disease,0.2182,,,,
5693,State,Maryland,24.0,All,Sex,Male,Ischemic Heart Disease,0.3249,,,,
5703,State,Maryland,24.0,All,Sex,Female,Osteoporosis,0.1016,,,,
5706,State,Maryland,24.0,All,Sex,Male,Osteoporosis,0.0148,,,,
5716,State,Maryland,24.0,All,Sex,Female,Schizophrenia and Other Psychotic Disorders,0.0265,,,,
5719,State,Maryland,24.0,All,Sex,Male,Schizophrenia and Other Psychotic Disorders,0.0311,,,,
5729,State,Maryland,24.0,All,Sex,Female,Stroke,0.0442,,,,
5732,State,Maryland,24.0,All,Sex,Male,Stroke,0.046,,,,
5742,State,Massachusetts,25.0,All,Sex,Female,Alcohol Abuse,0.0227,,,,
5745,State,Massachusetts,25.0,All,Sex,Male,Alcohol Abuse,0.0548,,,,
5755,State,Massachusetts,25.0,All,Sex,Female,Alzheimer's Disease/Dementia,0.1236,,,,
5758,State,Massachusetts,25.0,All,Sex,Male,Alzheimer's Disease/Dementia,0.0971,,,,
5768,State,Massachusetts,25.0,All,Sex,Female,Arthritis,0.3563,,,,
5771,State,Massachusetts,25.0,All,Sex,Male,Arthritis,0.2537,,,,
5781,State,Massachusetts,25.0,All,Sex,Female,Asthma,0.0806,,,,
5784,State,Massachusetts,25.0,All,Sex,Male,Asthma,0.046,,,,
5794,State,Massachusetts,25.0,All,Sex,Female,Atrial Fibrillation,0.0835,,,,
5797,State,Massachusetts,25.0,All,Sex,Male,Atrial Fibrillation,0.1142,,,,
5807,State,Massachusetts,25.0,All,Sex,Female,Autism Spectrum Disorders,0.0021,,,,
5810,State,Massachusetts,25.0,All,Sex,Male,Autism Spectrum Disorders,0.0072,,,,
5820,State,Massachusetts,25.0,All,Sex,Female,COPD,0.1075,,,,
5823,State,Massachusetts,25.0,All,Sex,Male,COPD,0.109,,,,
5833,State,Massachusetts,25.0,All,Sex,Female,Cancer,0.088,,,,
5836,State,Massachusetts,25.0,All,Sex,Male,Cancer,0.1029,,,,
5846,State,Massachusetts,25.0,All,Sex,Female,Chronic Kidney Disease,0.2158,,,,
5849,State,Massachusetts,25.0,All,Sex,Male,Chronic Kidney Disease,0.2698,,,,
5859,State,Massachusetts,25.0,All,Sex,Female,Depression,0.2694,,,,
5862,State,Massachusetts,25.0,All,Sex,Male,Depression,0.1844,,,,
5872,State,Massachusetts,25.0,All,Sex,Female,Diabetes,0.2062,,,,
5875,State,Massachusetts,25.0,All,Sex,Male,Diabetes,0.2636,,,,
5885,State,Massachusetts,25.0,All,Sex,Female,Drug/Substance Abuse,0.0367,,,,
5888,State,Massachusetts,25.0,All,Sex,Male,Drug/Substance Abuse,0.053,,,,
5898,State,Massachusetts,25.0,All,Sex,Female,HIV/AIDS,0.002,,,,
5901,State,Massachusetts,25.0,All,Sex,Male,HIV/AIDS,0.0071,,,,
5911,State,Massachusetts,25.0,All,Sex,Female,Heart Failure,0.1195,,,,
5914,State,Massachusetts,25.0,All,Sex,Male,Heart Failure,0.1379,,,,
5924,State,Massachusetts,25.0,All,Sex,Female,Hepatitis (Chronic Viral B & C),0.0072,,,,
5927,State,Massachusetts,25.0,All,Sex,Male,Hepatitis (Chronic Viral B & C),0.0152,,,,
5937,State,Massachusetts,25.0,All,Sex,Female,Hyperlipidemia,0.4555,,,,
5940,State,Massachusetts,25.0,All,Sex,Male,Hyperlipidemia,0.4841,,,,
5950,State,Massachusetts,25.0,All,Sex,Female,Hypertension,0.552,,,,
5953,State,Massachusetts,25.0,All,Sex,Male,Hypertension,0.5677,,,,
5963,State,Massachusetts,25.0,All,Sex,Female,Ischemic Heart Disease,0.1863,,,,
5966,State,Massachusetts,25.0,All,Sex,Male,Ischemic Heart Disease,0.3004,,,,
5976,State,Massachusetts,25.0,All,Sex,Female,Osteoporosis,0.123,,,,
5979,State,Massachusetts,25.0,All,Sex,Male,Osteoporosis,0.0155,,,,
5989,State,Massachusetts,25.0,All,Sex,Female,Schizophrenia and Other Psychotic Disorders,0.0358,,,,
5992,State,Massachusetts,25.0,All,Sex,Male,Schizophrenia and Other Psychotic Disorders,0.0434,,,,
6002,State,Massachusetts,25.0,All,Sex,Female,Stroke,0.035,,,,
6005,State,Massachusetts,25.0,All,Sex,Male,Stroke,0.0378,,,,
6015,State,Michigan,26.0,All,Sex,Female,Alcohol Abuse,0.0144,,,,
6018,State,Michigan,26.0,All,Sex,Male,Alcohol Abuse,0.0385,,,,
6028,State,Michigan,26.0,All,Sex,Female,Alzheimer's Disease/Dementia,0.1317,,,,
6031,State,Michigan,26.0,All,Sex,Male,Alzheimer's Disease/Dementia,0.0984,,,,
6041,State,Michigan,26.0,All,Sex,Female,Arthritis,0.4168,,,,
6044,State,Michigan,26.0,All,Sex,Male,Arthritis,0.2935,,,,
6054,State,Michigan,26.0,All,Sex,Female,Asthma,0.0713,,,,
6057,State,Michigan,26.0,All,Sex,Male,Asthma,0.0361,,,,
6067,State,Michigan,26.0,All,Sex,Female,Atrial Fibrillation,0.0761,,,,
6070,State,Michigan,26.0,All,Sex,Male,Atrial Fibrillation,0.0934,,,,
6080,State,Michigan,26.0,All,Sex,Female,Autism Spectrum Disorders,0.0014,,,,
6083,State,Michigan,26.0,All,Sex,Male,Autism Spectrum Disorders,0.0052,,,,
6093,State,Michigan,26.0,All,Sex,Female,COPD,0.1418,,,,
6096,State,Michigan,26.0,All,Sex,Male,COPD,0.1418,,,,
6106,State,Michigan,26.0,All,Sex,Female,Cancer,0.0734,,,,
6109,State,Michigan,26.0,All,Sex,Male,Cancer,0.0901,,,,
6119,State,Michigan,26.0,All,Sex,Female,Chronic Kidney Disease,0.2536,,,,
6122,State,Michigan,26.0,All,Sex,Male,Chronic Kidney Disease,0.266,,,,
6132,State,Michigan,26.0,All,Sex,Female,Depression,0.2516,,,,
6135,State,Michigan,26.0,All,Sex,Male,Depression,0.1557,,,,
6145,State,Michigan,26.0,All,Sex,Female,Diabetes,0.2699,,,,
6148,State,Michigan,26.0,All,Sex,Male,Diabetes,0.2965,,,,
6158,State,Michigan,26.0,All,Sex,Female,Drug/Substance Abuse,0.045,,,,
6161,State,Michigan,26.0,All,Sex,Male,Drug/Substance Abuse,0.0534,,,,
6171,State,Michigan,26.0,All,Sex,Female,HIV/AIDS,0.001,,,,
6174,State,Michigan,26.0,All,Sex,Male,HIV/AIDS,0.0038,,,,
6184,State,Michigan,26.0,All,Sex,Female,Heart Failure,0.1584,,,,
6187,State,Michigan,26.0,All,Sex,Male,Heart Failure,0.1611,,,,
6197,State,Michigan,26.0,All,Sex,Female,Hepatitis (Chronic Viral B & C),0.0057,,,,
6200,State,Michigan,26.0,All,Sex,Male,Hepatitis (Chronic Viral B & C),0.0104,,,,
6210,State,Michigan,26.0,All,Sex,Female,Hyperlipidemia,0.4596,,,,
6213,State,Michigan,26.0,All,Sex,Male,Hyperlipidemia,0.4606,,,,
6223,State,Michigan,26.0,All,Sex,Female,Hypertension,0.5922,,,,
6226,State,Michigan,26.0,All,Sex,Male,Hypertension,0.5643,,,,
6236,State,Michigan,26.0,All,Sex,Female,Ischemic Heart Disease,0.2519,,,,
6239,State,Michigan,26.0,All,Sex,Male,Ischemic Heart Disease,0.3377,,,,
6249,State,Michigan,26.0,All,Sex,Female,Osteoporosis,0.0934,,,,
6252,State,Michigan,26.0,All,Sex,Male,Osteoporosis,0.0134,,,,
6262,State,Michigan,26.0,All,Sex,Female,Schizophrenia and Other Psychotic Disorders,0.0336,,,,
6265,State,Michigan,26.0,All,Sex,Male,Schizophrenia and Other Psychotic Disorders,0.0398,,,,
6275,State,Michigan,26.0,All,Sex,Female,Stroke,0.0385,,,,
6278,State,Michigan,26.0,All,Sex,Male,Stroke,0.0376,,,,
6288,State,Minnesota,27.0,All,Sex,Female,Alcohol Abuse,0.0238,,,,
6291,State,Minnesota,27.0,All,Sex,Male,Alcohol Abuse,0.0453,,,,
6301,State,Minnesota,27.0,All,Sex,Female,Alzheimer's Disease/Dementia,0.1082,,,,
6304,State,Minnesota,27.0,All,Sex,Male,Alzheimer's Disease/Dementia,0.0814,,,,
6314,State,Minnesota,27.0,All,Sex,Female,Arthritis,0.3078,,,,
6317,State,Minnesota,27.0,All,Sex,Male,Arthritis,0.1934,,,,
6327,State,Minnesota,27.0,All,Sex,Female,Asthma,0.0609,,,,
6330,State,Minnesota,27.0,All,Sex,Male,Asthma,0.0294,,,,
6340,State,Minnesota,27.0,All,Sex,Female,Atrial Fibrillation,0.0727,,,,
6343,State,Minnesota,27.0,All,Sex,Male,Atrial Fibrillation,0.0825,,,,
6353,State,Minnesota,27.0,All,Sex,Female,Autism Spectrum Disorders,0.0039,,,,
6356,State,Minnesota,27.0,All,Sex,Male,Autism Spectrum Disorders,0.0116,,,,
6366,State,Minnesota,27.0,All,Sex,Female,COPD,0.0857,,,,
6369,State,Minnesota,27.0,All,Sex,Male,COPD,0.0806,,,,
6379,State,Minnesota,27.0,All,Sex,Female,Cancer,0.0665,,,,
6382,State,Minnesota,27.0,All,Sex,Male,Cancer,0.0724,,,,
6392,State,Minnesota,27.0,All,Sex,Female,Chronic Kidney Disease,0.2136,,,,
6395,State,Minnesota,27.0,All,Sex,Male,Chronic Kidney Disease,0.2253,,,,
6405,State,Minnesota,27.0,All,Sex,Female,Depression,0.2724,,,,
6408,State,Minnesota,27.0,All,Sex,Male,Depression,0.1637,,,,
6418,State,Minnesota,27.0,All,Sex,Female,Diabetes,0.2005,,,,
6421,State,Minnesota,27.0,All,Sex,Male,Diabetes,0.2274,,,,
6431,State,Minnesota,27.0,All,Sex,Female,Drug/Substance Abuse,0.0458,,,,
6434,State,Minnesota,27.0,All,Sex,Male,Drug/Substance Abuse,0.0479,,,,
6444,State,Minnesota,27.0,All,Sex,Female,HIV/AIDS,0.0013,,,,
6447,State,Minnesota,27.0,All,Sex,Male,HIV/AIDS,0.0041,,,,
6457,State,Minnesota,27.0,All,Sex,Female,Heart Failure,0.1157,,,,
6460,State,Minnesota,27.0,All,Sex,Male,Heart Failure,0.1242,,,,
6470,State,Minnesota,27.0,All,Sex,Female,Hepatitis (Chronic Viral B & C),0.0058,,,,
6473,State,Minnesota,27.0,All,Sex,Male,Hepatitis (Chronic Viral B & C),0.0098,,,,
6483,State,Minnesota,27.0,All,Sex,Female,Hyperlipidemia,0.2986,,,,
